Average Time taken to sort results_datasize_100_mean_3.0_variance_0.25.csv: 0.5898 milliseconds
Best Time taken to sort Bestresults_datasize_100_mean_3.0_variance_0.25.csv: 0.0246 milliseconds
Worst Time taken to sort Worstresults_datasize_100_mean_3.0_variance_0.25.csv: 0.9069 milliseconds
********************************************************************************

Average Time taken to sort results_datasize_100_mean_3.0_variance_0.5.csv: 0.5329 milliseconds
Best Time taken to sort Bestresults_datasize_100_mean_3.0_variance_0.5.csv: 0.0243 milliseconds
Worst Time taken to sort Worstresults_datasize_100_mean_3.0_variance_0.5.csv: 0.9063 milliseconds
********************************************************************************

Average Time taken to sort results_datasize_100_mean_3.0_variance_0.75.csv: 0.5355 milliseconds
Best Time taken to sort Bestresults_datasize_100_mean_3.0_variance_0.75.csv: 0.0243 milliseconds
